il;ilce;eczane_adi;telefon;adres
ISTANBUL;SULTANBEYLI;Mert Eczanesi;0 216 398 19 23;Abdurrahmangazi Mah. Fatih Bulv. No.77/B Sultanbeyli/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANBEYLI;Günhan Eczanesi;0 216 419 49 77;Mehmet Akif Mah. Kuran Kursu Cad.No. 37 Mehmetakif Sultanbeyli/İstanbul
ISTANBUL;SULTANBEYLI;Sueda Eczanesi;0 216 592 76 11;Battalgazi Mah. Bosna Bulv. No.78/A Sultanbeyli/İstanbul
ISTANBUL;SULTANBEYLI;Aydos Eczanesi;0 216 398 00 48;Abdurrahmangazi Mah.Orman Cad.No.125/A Mehmetakif Sultanbeyli/İstanbul  Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANBEYLI;Enes Eczanesi;0 216 419 56 56;Hasanpaşa Mah.Kehribar Sok. No:4/A Sultanbeyli/İstanbul
ISTANBUL;SULTANBEYLI;Bulvar Eczanesi Eczanesi;02162085951;Ahmet Yesevi Mahallesi Abbas Medeni Sokak No:17A Sultanbeyli/İSTANBUL
ISTANBUL;SULTANBEYLI;Hakan Eczanesi;2164974515;Yavuz Selim Mahallesi Akçay Sokak 14/A
ISTANBUL;SULTANBEYLI;Adil Eczanesi;5452862899;Adil Mahallesi Yelkenci Sokak 8/A Sultanbeyli yeni diş hastanesi yanı - Adil Mahallesi sağlık ocağı yanı
ISTANBUL;SULTANBEYLI;Manolya Eczanesi;5521593034;Fatih Mahallesi Şalgamlı Caddesi 118C
ISTANBUL;SULTANBEYLI;Mimar Sinan Eczanesi;2167846471;Mimar Sinan Mahallesi Mimar Sinan Caddesi 44A Yenidoğan Çiftlik minibüs yolu üzeri
ISTANBUL;SULTANBEYLI;Yaşam Eczanesi;5330865282;Battalgazi Mahallesi Karadeniz Caddesi 6A Sultanbeyli Devlet Hastanesi karşısı
ISTANBUL;SULTANBEYLI;Hüseyin Eczanesi;2164986196;Turgutreis Mahallesi Fatih Bulvarı 245C Mülteciler Toplum Merkezi karşısı
ISTANBUL;SULTANBEYLI;Mine Eczanesi;+90216 592 2341;Adil, Sağlık Merkezinin Yanı, Yelkenci Sokak No:6, 34935 Sultanbeyli/İstanbul, Türkiye
ISTANBUL;SULTANBEYLI;Özlem Eczanesi;2164870561;Orhangazi Mahallesi Antalya Caddesi 113/A
ISTANBUL;SULTANBEYLI;Liva Eczanesi;2167590558;Adil Mahallesi Polenez Caddesi 26/B SİNPAŞ LİVA KONUTLARI KARŞISI, ÖZKURUŞLAR MARKETİN YANI
ISTANBUL;SULTANBEYLI;Nuray Eczanesi;2164197576;Abdurrahmangazi Mahallesi Şanlıurfa Caddesi 9/C Atlas Park AVM'nin karşısındaki caminin arka caddesi - OPET Petrol'ün 100 metre ilerisi
ISTANBUL;SULTANBEYLI;Mavisu Eczanesi;2165921481;Adil Mahallesi Polenez Caddesi 38/A SİNPAŞ LİVA TURKUAZ SİTESİ GİRİŞ KAPISI KARŞISI
ISTANBUL;SULTANBEYLI;Tarçın Eczanesi;2164196628;Abdurrahmangazi Mahallesi Balarısı Sokak 13C ATLASPARK AM OTOPARK KARŞISI
ISTANBUL;SULTANBEYLI;Hatice Eser Eczanesi;5432203629;Turgutreis Mahallesi Hafız İbrahim Sokak 17/A SULTANBEYLİ 11 NOLU ASM KARŞISI
ISTANBUL;SULTANBEYLI;Nefes Eczanesi;2165044144;Adil Mahallesi Said-İ Nusri Caddesi 74/A
ISTANBUL;SULTANBEYLI;Ömür Eczanesi;5431183416;Battalgazi Mahallesi Karadeniz Caddesi 3/B Sultanbeyli Yeni Devlet Hastanesi Karşısı
ISTANBUL;SULTANBEYLI;Bosna Eczanesi;2165923504;Battalgazi Mahallesi Bosna Bulvarı 110/A
ISTANBUL;SULTANBEYLI;Ahıskalı Eczanesi;2164190025;Mehmet Akif Mahallesi Erdoğan Caddesi 2/A
ISTANBUL;SULTANBEYLI;Akdeniz Eczanesi;5421343900;Battalgazi Mahallesi Karadeniz Caddesi 9 SULTANBEYLİ YENİ DEVLET HASTANESİ KARŞISI
ISTANBUL;SULTANBEYLI;Özgür Hayat Eczanesi;5456135145;Battalgazi Mahallesi Paşaköy Caddesi 63/B YENİ SULTANBEYLİ DEVLET HASTANESİ KARŞISI
ISTANBUL;SULTANBEYLI;Yorulmaz Eczanesi;2165929255;Adil Mahallesi Yaren Sokak 3/A
ISTANBUL;SULTANBEYLI;Ceyda Eczanesi;5056919234;Yavuz Selim Mahallesi Akçay Sokak 14/A SÜLEYMAN TAŞPINAR ASM YANI - BEŞYOL KAVŞAĞI YUKARISI
ISTANBUL;SULTANBEYLI;Pera Eczanesi;2167550102;Mimar Sinan Mahallesi Selçukhan Caddesi 267A SELÇUKHAN CADDE ÜZERİ, TARIM KREDİ MARKET BİTİŞİĞİ
ISTANBUL;SULTANBEYLI;Sinem Eczanesi;2167664095;Ahmet Yesevi Mahallesi Mücahit Caddesi 47-B Derviş Ali Hesna Ceylan 1 Nolu ASM(Eski Diş Hastanesi) karşısı, Ömer Nasuhi Bilmen Camii karşısı
ISTANBUL;SULTANBEYLI;Gökmen Eczanesi;2167664505;Battalgazi Mahallesi Karadeniz Caddesi 6/B Sultanbeyli Devlet Hastanesi'nin karşısı.
ISTANBUL;SULTANBEYLI;Meydan Eczanesi;2164403414;Abdurrahmangazi Mahallesi Fatih Bulvarı 154/A
ISTANBUL;SULTANBEYLI;Polat Eczanesi;2166900099;Battalgazi Mahallesi Paşaköy Caddesi 49 C Yeni Sultanbeyli Devlet Hastanesi karşısı
ISTANBUL;SULTANBEYLI;Elif Çam Eczanesi;5318902656;Akşemsettin Mahallesi Birgül Sokak 30/A-1
ISTANBUL;SULTANBEYLI;Merkez Hayat Eczanesi;2167665063;Hasanpaşa Mahallesi Fatih Bulvarı Merkez Hayat Çarşısı No:33FP/F66 ESSPRESSO LAB'IN YANINDA.SULTANBEYLİ GİŞELERDEN SOLA DÖNÜNCE ,MERKEZ HAYAT ÇARŞI(RESİDENCE) GİRİŞİNDE
ISTANBUL;SULTANBEYLI;Metro Eczanesi;2163983980;Hasanpaşa Mahallesi Fatih Bulvarı 47/A ÜÇKARDEŞLER OPET ÇETİNKAYA PASTANESİ KARŞISI, AKYÜZ TIP MERKEZİ YANI,SEMAZEN DÜĞÜN SALONU YANI
ISTANBUL;SULTANBEYLI;Pınar Eczanesi;2165153144;Adil Mahallesi Bosna Bulvarı 33-35C Çiftlik Köprüsü Çıkışı, Bosna Bulvarı MigrosJet Yanı Sultanbeyli Kızılay Karşısı Sultanbeyli 3. Noterlik Aşağısı
ISTANBUL;SULTANBEYLI;Yılmaz Eczanesi;5443305979;Abdurrahmangazi Mahallesi Ferah Caddesi 96/1
ISTANBUL;SULTANBEYLI;Burcu Şifa Eczanesi;2167715051;Turgutreis Mahallesi İbrahim Hakkı Sokak 15/B TURGUT REİS BAĞLIK ASM YAN TARAFI
ISTANBUL;SULTANBEYLI;Lavanta Eczanesi;2167555802;Mimar Sinan Mahallesi Mimar Sinan Caddesi No:17/2A
ISTANBUL;SULTANGAZI;Kristal Eczanesi;+902126687140;Ordu Cad. No: 97, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Burak Eczanesi;0 212 650 36 26;Yunus Emre Mah. 1618/1. Sok.No. 3/A Sultangazi/İstanbul 21.12.2020
ISTANBUL;SULTANGAZI;Kağan Eczanesi;0 212 668 18 17;50. Yıl Mah. 2162. Sok.No. 22 Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Kaya Eczanesi;2124767570;Cebeci Mahallesi 1. Cebeci Caddesi 100/B PTT SULTANGAZİ ŞUBESİNİN 300 M AŞAĞISINDA , YURTİÇİ KARGONUN YANINDA
ISTANBUL;SULTANGAZI;İstanbul Eczanesi;+902126190310;Eski Edirne Asfaltı No: 651, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Günüşen Eczanesi;+902126503507;Fevzi Çakmak Cad. No: 43, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Şifa Eczanesi;+902124760399;Necip Fazıl Cad. No: 1, Cumhuriyet Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Öztürk Eczanesi;+902125940284;L Cad. No: 11, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Kırcali Eczanesi;+902125943025;Eski Edirne Asfaltı No: 151/C, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Yunus Emre Eczanesi;+902124195260;Adem Yavuz Cad. No: 98 Daire: 1, Yunus Emre Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Poligan Eczanesi;+902125954007;Eski Edirne Asfaltı No: 69, Habipler Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Pirhan Eczanesi;+902124192308;İsmet Paşa Cad. No: 29 Daire: 1, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Ömür Eczanesi;+902124757656;Eski Edirne Asfaltı No: 187 Daire: 2, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;İpekay Eczanesi;+902125946195;O Cad. No: 36/B, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Sağlık Eczanesi;+902124766936;2116. Sok. No: 21/A, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Dilek Eczanesi;+902126682605;1. Cebeci Yolu No: 83, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Aile Eczanesi;+902126686668;O Cad. No: 84/B, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Hayat Eczanesi;+902124190021;İsmet Paşa Cad. No: 52/A, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Serpil Eczanesi;+902125364605;Fevzi Çakmak Cad. No: 56, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Seyda Eczanesi;+902126679700;2121. Sok. No: 46, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Yasemin Eczanesi;+902125949583;Uhut Sok. No: 63/A, Cumhuriyet Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Dostlar Eczanesi;+902126500492;1316. Sok. No: 3/A, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Umut Eczanesi;+902125360782;Fevzi Çakmak Cad. No: 78 Daire: 2, 75.Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Esentepe Eczanesi;+902125365444;Adem Yavuz Cad. No: 2 Daire: 1, Yunus Emre Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Baran Eczanesi;+902124753122;2107 Sok. No: 2/B, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Cebeci Eczanesi;+902124750492;Cebeci Cad. No: 98, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Efe Eczanesi;+902124750085;2417. Sok. No: 40, Esentepe Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Buket Eczanesi;+902126196373;Ordu Cad. No: 284, İsmet Paşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;50. Yıl Eczanesi;+902126197760;B Cad. No: 73/A, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Kardelen Eczanesi;+902126672994;2116.Sok. No: 29, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Meltem Eczanesi;+902125944647;2116. Sok. No: 27, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Lokman Eczanesi;+902126678974;Eski Edirne Asfaltı Şahinler İş Merkezi No: 606 Daire: 2, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Gaziosman Eczanesi;+902125768419;1301. Sok. No: 2/A, 75.Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Uğurlu Eczanesi;+902126755980;2291. Sok. No: 2/A, Uğur Mumcu Cad., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Sevinç Eczanesi;+902125941220;Eski Edirne Asfaltı No: 237, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Durdu Eczanesi;+902126178168;1280 Sok. No: 62/A, Zübeyde Hanım Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Umut Eczanesi;+902126193351;Ordu Cad. No: 202/A, İsmet Paşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Sultançiftliği Eczanesi;+902126685649;Eski Edirne Asfaltı No: 545/B, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Habibler Eczanesi;+902125951540;Eski Edirne Asfaltı No: 938 Daire: 1, Habibler Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Esen Eczanesi;+902124760672;101. Sok. No: 49/A, İsmetpaşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Bizim Eczanesi;+902126194904;B Cad. No: 44/C, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Çağatay Eczanesi;+902126679469;O Cad. No: 54/A, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Barış Eczanesi;+902124195750;İsmet Paşa Cad. No: 72/A, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Derman Eczanesi;+902123430965;İsmet Paşa Cad. No: 46/B, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Babür Eczanesi;+902124754048;35. Sok. No: 22/A, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Serpil Eczanesi;+902124766517;Ordu Cad. No: 68, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Sultangazi Eczanesi;+902125941019;Cami Durağı Eski Edirne Asfaltı No: 199/B, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Pınar Eczanesi;+902126670749;M Cad. No: 9, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Şafak Eczanesi;+902125941309;C Cad. No: 23, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Selçuk Eczanesi;+902124765232;2419. Sok. No: 21/B, Esentepe Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Merve Eczanesi;+902126500033;İstiklal Cad. No: 18, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Malkoçoğlu Eczanesi;+902124753954;Kazım Karabekir Cad. No: 16, Malkoçoğlu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Esin Eczanesi;+902126670093;1. Cebeci Yolu No: 44/A, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Deniz Eczanesi;+902124769828;B Cad. 2014 Sok. No: 1, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Zeynep Eczanesi;+902125942400;2382 Sok. No: 32/A, Esentepe Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Deniz Eczanesi;+902124191593;1306/1 Sok. No: 7/A, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Dede Eczanesi;+902126676398;2161 Sok. No: 15, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Seval Eczanesi;+902126677260;Şehit Eyüp Gönen Cad. No: 82 Daire: 1/A, Esentepe Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Murat Eczanesi;+902124769104;1. Cebeci Cad. No: 50, Sultançifliği Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Yusuf Eczanesi;+902124766678;2116. Sok. No: 23, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Anadolu Eczanesi;+902126507790;75. Yıl Mah. İstiklal Cad. No: 19, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Nilgün Eczanesi;+902126193072;Ordu Cad. No: 232, İsmet Paşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Anadolu Eczanesi;+902126190914;Eski Edirne Asfaltı No: 599, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;İstanbul Eczanesi;+902126505407;İsmet Paşa Cad. No: 51/B, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Soner Eczanesi;+902126505544;Fevzi Çakmak Cad. No: 22, 75.Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Reisoğlu Eczanesi;+902126670147;G Cad. No: 40, 50.Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Serap Eczanesi;+902124191729;İsmet Paşa Cad. No: 26, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Bulvar Eczanesi;+902126673794;48 Sok. No: 3, İsmet Paşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Yayla Eczanesi;+902125954494;Cami Meydanı No: 116, Yayla Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;İnci Eczanesi;+902124765689;2278. Sok. No: 36 Daire: 1, Uğur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Yaşar Eczanesi;+902124764934;İsmetpaşa Mah. 95. Sok. No: 7, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Nilüfer Eczanesi;+902126683201;O Cad. 2159. Sok. No: 30, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Hicret Eczanesi;+902124751824;2107 Sok. No: 2/C, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Şifa Eczanesi;+902124192418;1280 Sok. No: 12/C, Sultangazi Zübeyde Hanım Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;İsmetpaşa Eczanesi;+902126061705;62 Sok. No: 21 Daire: 5, İsmet Paşa Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Merkez Eczanesi;+902125943072;Eski Edirne Asfaltı No: 355/A, Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Aydın Eczanesi;+902124192544;İsmetpaşa Cad. No: 65, Gazi Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Nilgün Eczanesi;+902125365359;Fevzi Çakmak Cad. 1316. Sok. No: 7, 75. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Hayat Eczanesi;+902126678339;D Cad. No: 34/A, 50. Yıl Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Aysun Eczanesi;+902126197080;2116. Sok. No: 19/A, Ugur Mumcu Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Selçuk Eczanesi;+902124753201;2419. Sok. No: 21/B, Esentepe Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Ada Eczanesi;+902124750704;7. Sok. No: 8/A, Sultançiftliği Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Berrak Eczanesi;+902126508182;1280 Sok. No: 64 Daire: 3, Zübeyde Hanım Mah., Sultangazi, İstanbul
ISTANBUL;SULTANGAZI;Altuğ Eczanesi;0 212 475 35 20;Cebeci Mah. Canakkale Sehıtlerı Cad.No. 98 Sultangazi/İstanbul 23.12.2020
ISTANBUL;SULTANGAZI;Betül Eczanesi;0 212 594 34 66;50. Yıl Mah.2162 Sok.No.11/A Sultançiftliği Sultangazi/İstanbul 22.12.2020
ISTANBUL;SULTANGAZI;Bahtiyar Eczanesi;0 212 650 76 56;Yunus Emre Mah.Adem Yavuz Cad.No.71/B Zübeydehanım Sultangazi/İstanbul 23.12.2020
ISTANBUL;SULTANGAZI;Begüm Eczanesi;0 212 606 22 62;Cebeci Mah. S Cad. No.92/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;İlayda Eczanesi;0 212 419 19 09;Gazi Mah. 1375. Sok.No.2/A Zübeydehanım Sultangazi/İstanbul 24.12.2020
ISTANBUL;SULTANGAZI;Nesrin Eczanesi;0 212 476 09 08;İsmetpaşa Mah. 95. Sok.No. 5 Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Nur Eczanesi;0 212 619 10 09;50. Yıl Mah.2003. Sok. No.40/A Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Selam Eczanesi;0 212 619 19 14;Malkoçoğlu Mah. Kazım Karabekır Cad.No. 36A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Sema Eczanesi;0 212 606 07 05;İsmetpaşa Mah. 91 Sok.No.140/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Sera Eczanesi;0 212 419 17 29;75. Yıl Mah. İsmetpaşa Cad.No. 26/A GaziMah. Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Zümrüt Eczanesi;0 212 667 08 83;Esentepe Mah. C-1 Cad.No. 39/A Sultançiftliği Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Marmara Eczanesi;0 212 475 75 21;Uğur Mumcu Mah. Belediye Sok.No.2F Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Sultan Eczanesi;0 546 619 03 23;Uğur Mumcu Mah. Belediye Sok.No.2/E Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Kader Eczanesi;0 212 668 60 10;50. Yıl Mah.B Cad. No.75/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Nane Limon Eczanesi;0 212 594 84 96;Esentepe Mah. 2367. Sok.No.5/C Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Senem Eczanesi;0 212 536 28 59;75. Yıl Mah. Fevzı Cakmak Cad.No.64/C Zübeydehanım Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Buğra Eczanesi;0 212 475 10 06;Cebeci Mah.2486 Sok.No.39/B Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Didem Eczanesi;0 212 536 50 45;75. Yıl Mah. 1335. Sok. No.44/A Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Yağmur Eczanesi;0 212 650 73 74;Yunus Emre Mah. Adem Yavuz Cad.No. 92/C Esentepe Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Aliçelebi Eczanesi;0 212 650 15 78;75. Yıl Mah. Istıklal Cad.No. 14/C Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Ender Eczanesi;0 212 475 35 91;Cebeci Mah. Canakkale Sehıtlerı Cad.No. 63/C Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Su Eczanesi;0 212 650 20 13;Yunus Emre Mah. Adem Yavuz Cad.No. 1620 Sok. No:14/A Gazi Mah. Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Yonca Eczanesi;0 212 476 02 02;Cebeci Mah. Canakkale Sehıtlerı Cad.No. 63/B Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Enes Eczanesi;0 212 476 20 05;50. Yıl Mah. 2107. Sok.No. 3/A Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Ayçiçek Eczanesi;0 212 536 29 56;75. Yıl Mah. 1301. Sok.No. 2/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Vera Eczanesi;0 212 475 76 76;Cebeci Mah. S Cad.No.66/C Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Esra Eczanesi;0 212 594 39 17;Cebeci Mah. 2486. Sok.No. 31 Sultangazi/İstanbul 13.01.2021
ISTANBUL;SULTANGAZI;Deva Eczanesi;0 212 667 00 21;50. Yıl Mah. 2106. Sok.No. 10/A Sultançiftliği Sultangazi/İstanbul 14.01.2021
ISTANBUL;SULTANGAZI;Yeni Hayat Eczanesi;0 212 475 75 82;Cebeci Mah. 1. Cebecı Yolu Cad.No. 11/A Sultangazi/İstanbul 15.01.2021
ISTANBUL;SULTANGAZI;Haseki Eczanesi;0 212 476 38 98;Uğur Mumcu Mah.Belediye Sok.No.2/G Sultançiftliği Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Karadeniz Eczanesi;0 212 595 09 09;Eski Habipler Mah. Yaseminler Sok. No.20/C Sultangazi/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Sude Eczanesi;0;Uğur Mumcu Mah. N Cad.No.47-49M C Blok No. 83 Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Yeni Bostancı Eczanesi;0 212 667 77 22;Sultançiftliği Mah. Ordu Cad.No. No:136/B Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Yeni Huzur Eczanesi;0 212 594 04 67;Malkoçoğlu Mah. Mehmet Akif Ersoy Cad.No. 27A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Özdemir Eczanesi;0 212 668 08 28;Uğur Mumcu Mah. Muhsin Yazcıoğlu Cad.No. 10A Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Güneş Eczanesi;0 212 475 49 74;Uğur Mumcu Mah. 2114 Sok.No.24/D Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Selay Eczanesi;0 212 668 70 40;Sultançiftliği Mah. Ordu Cad.No.67/B Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Alper Taşkın Eczanesi;0 212 594 25 26;Esentepe Mah. 2384. Sok. No:43/2-3 Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Arif Eczanesi;0 212 606 28 43;Uğur Mumcu Mah.Muhsin Yazcıoğlu Cad.No.5/B Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Nar Eczanesi;0 212 475 20 70;Sultançiftliği Mah.178 Sok.No.2/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Semra Eczanesi;0 212 222 02 30;Uğur Mumcu Mah.1.Cad.No.39/A Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Başak Eczanesi;0 212 668 59 51;İsmetpaşa Mah.91. Sok.No.115 Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Somuncubaba Eczanesi;0 212 476 19 67;Uğur Mumcu Mah.Belediye Sok.No.2/C Sultançiftliği Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Buse Eczanesi;0 212 606 13 33;Uğur Mumcu Mah. Muhsin Yazcıoğlu Cad. No.25/B Sultangazi/İstanbul  Saat 19:00'a Kadar Nöbetçi
ISTANBUL;SULTANGAZI;Nayır Eczanesi;0 212 595 15 16;Habipler Mah. 2719. Sok.No.32/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Gül Eczanesi;0 212 668 70 40;Sultançiftliği Mah. Ordu Cad. No.67/A Bağımsız Bölüm9 Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Asya Eczanesi;0 212 667 77 22;Sultançiftliği Mah. Ordu Cad. No.136/A Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Habibler Eczanesi Eczanesi;0212 595 15 16;Habibler Mah. 2719. Sok. No:32/A zemin kat bağımsız bölüm No:7, 34270 Sultangazi/İstanbul
ISTANBUL;SULTANGAZI;Ikizler Eczanesi;2126680071;Cebeci Mahallesi 1. Cebeci Caddesi 66/B Bahat Hastanesi karşısı Akbank'tan 1. Cebeci Caddesi'ne giriş yaptıktan sonra Sultangazi PTT'yi geçtikten sonra sağda
