il;ilce;eczane_adi;telefon;adres
ISTANBUL;SULTANGAZI;Şahin Eczanesi;2126505095;Zübeyde Hanım Mahallesi 1285. Sokak 26/A Molla Gürani Sağlık Ocağı yanı,Sekizevler Minibüs Güzergahı Yol Üstü,Baraj Yolu
ISTANBUL;SULTANGAZI;Nida Eczanesi;2129244968;İsmetpaşa Mahallesi 83. Sokak 52/B Piri Reis Sağlık Ocağı yanı, CEVHER DUDAYEV KAPALI PAZARI ARKASI
ISTANBUL;SULTANGAZI;Maya Eczanesi;2128018342;Yunus Emre Mahallesi Lutfu Aykac Bulvarı No:80H Kat:Zemin Bağımsız Bölüm No:7 VEGA AVM,TEM Gaziosmanpaşa çıkışı Gazi kavşağında, Set Kanat karşısı ve Fevzi Hoca Balık Köftenin alt katındadır
ISTANBUL;SULTANGAZI;Taş Eczanesi;2126676937;50. Yıl Mahallesi B Caddesi 74/C
ISTANBUL;SULTANGAZI;Durak Eczanesi;2126678228;Cebeci Mahallesi Canakkale Sehıtlerı Caddesi 27D BURGER KİNG KARŞISI, HALK PAZARI YANI
ISTANBUL;SULTANGAZI;Göksun Eczanesi;2126190075;Esentepe Mahallesi 2394. Sokak 106
ISTANBUL;SULTANGAZI;Nefes Eczanesi;2125365272;75. Yıl Mahallesi 1316. Sokak 7/B Nevzat Ayaz ASM çaprazı
ISTANBUL;SULTANGAZI;Horoz Eczanesi;2128091219;Sultançiftliği Mahallesi Eski Edirne Asfaltı Caddesi 567/A Özel Medigold Sultan Hastanesi karşısı - Yenimahalle Tramvay İstasyonu
ISTANBUL;SULTANGAZI;Naciye Eczanesi;5521565758;Esentepe Mahallesi 2388/1. Sokak 8/A 38 NOLU ASM YANI - ESENTEPE CAMİ ARKASI
ISTANBUL;SULTANGAZI;Elif Eczanesi;2126686866;Cebeci Mahallesi Canakkale Sehıtlerı Caddesi 14/C Cebeci Sultançiftliği İlkokulu ve cami durağı çaprazı
ISTANBUL;SULTANGAZI;Vitamin Eczanesi;5360351290;50. Yıl Mahallesi C Caddesi No:43B Zemin Bağımsız Bölüm No:11
ISTANBUL;SULTANGAZI;Seda Eczanesi;2123023562;Eski Habipler Mahallesi Galip Esmer Caddesi 37/A Ihlamur 4 Evleri karşısı -  KİM Market arkası - Eski Habipler PTT karşısı 100 metre ilerisi
ISTANBUL;SULTANGAZI;Elif Nur Eczanesi;2126681798;50. Yıl Mahallesi Muhsin Yazıcıoğlu Caddesi 131-A BEZMİALEM VAKIF HASTANESİ (SULTANGAZİ EK HİZMET BİNASI) KARŞISI
ISTANBUL;SULTANGAZI;Aynil Eczanesi;2125942223;50. Yıl Mahallesi B Caddesi No:19/B
ISTANBUL;SULTANGAZI;Yıldırım Eczanesi;2124764634;Uğur Mumcu Mahallesi 2114. Sokak 28/A SULTANGAZİ İLÇE SAĞLIK MÜDÜRLÜĞÜ KARŞISI, LÜTFİYE NURİ BURAT SAĞLIK OCAĞI KARŞISI
ISTANBUL;SULTANGAZI;Yaşam Eczanesi;2128717676;Eski Habipler Mahallesi Çilek Sokak 10 Fatma Bedri Akman Aile Sağlık Merkezi karşısı, Yeni kapalı pazar yeri yanı
ISTANBUL;SULTANGAZI;Arı Eczanesi;2126671989;Sultançiftliği Mahallesi Ordu Caddesi 132A ESKİ SALI PAZARININ KURULDUĞU CADDE, SULTANÇİFTLİĞİ HİZMET TESİSİ ÜST CADDESİ
ISTANBUL;SULTANGAZI;Ulusoy Eczanesi;2124757522;50. Yıl Mahallesi Muhsin Yazıcıoğlu Caddesi 127/A Bezmialem Üniversitesi Sultangazi ek hizmet binası karşısı - Sultangazi E-kütüphane karşısı
ISTANBUL;SULTANGAZI;Bahar Eczanesi;5421874763;50. Yıl Mahallesi Muhsin Yazıcıoğlu Caddesi 153/A
ISTANBUL;SULTANGAZI;Ayaz Eczanesi;2126689810;Sultançiftliği Mahallesi 20. Sokak 6/D Zemin Bağımsız Bölüm No:10 LASTİKÇİ DURAĞI- ETÇİ RESTORANTIN ALTI
ISTANBUL;SULTANGAZI;Meydan Eczanesi;2128716576;Uğur Mumcu Mahallesi Muhsin Yazcıoğlu Caddesi 11/A SULTANÇİFTLİĞİ MERKEZ CAMİSİ ARKASINDA İLÇE MÜFTÜLÜĞÜNÜN 50 METRE İLERİSİNDE
ISTANBUL;SULTANGAZI;Doğan Eczanesi;2126676802;İsmetpaşa Mahallesi 74. Sokak 14/A
ISTANBUL;SULTANGAZI;Şanal Eczanesi;2127413807;Cebeci Mahallesi T Caddesi 4A SULTANGAZİ BELEDİYESİ SOL ÇAPRAZI,MEYDAN LİFE BLOKLARI ALTI, BİLGİ IŞIĞI ANAOKULU YANI
ISTANBUL;SULTANGAZI;Gülşen Eczanesi;2125364828;Yunus Emre Mahallesi Adem Yavuz Caddesi 24/1A Cem Düğün Salonu karşısı, PTT/Yunus Emre şubesi yanı
ISTANBUL;SULTANGAZI;Rüzgar Eczanesi;2125360186;75. Yıl Mahallesi Cumhuriyet Caddesi 67/A
ISTANBUL;SULTANGAZI;Meydan Habipler Eczanesi;5012203414;Eski Habipler Mahallesi Çınarlı Caddesi 2B ESKİ HABİPLER MAHALLESİ MEYDANINDA
ISTANBUL;SULTANGAZI;Emin Aydın Eczanesi;5437377393;Cebeci Mahallesi 1. Cebeci Caddesi 20/A
ISTANBUL;SULTANGAZI;Zeyrek Eczanesi;2124755881;50. Yıl Mahallesi A Caddesi 2/A Sultangazi Ağız ve Diş Sağlığı Hastanesine 50 metre uzaklıkta - 3 Nolu Göçme Sağlığı Merkezi çaprazında - 26 Taksi Durağı yanı
ISTANBUL;SULTANGAZI;Asude Eczanesi;2126678773;50. Yıl Mahallesi C Caddesi 2 Kısmet Marketin sağındaki caddenin biraz aşağısında, 50. Yıl İlkokulunun çaprazı, Sultan Pide ve Harikases Çiğköfte arasında
ISTANBUL;SULTANGAZI;Ece Eczanesi;2125948804;Cebeci Mahallesi Ataturk Bulvarı 69/A SULTANGAZİ BELEDİYESİ KARŞISI
ISTANBUL;SULTANGAZI;Şirin Eczanesi;2126194929;Cebeci Mahallesi 1. Cebeci Caddesi 11/A
ISTANBUL;SULTANGAZI;Belkız Eczanesi;2125949474;Uğur Mumcu Mahallesi N Caddesi 29/A Seçkinler sitesi ve Uçarlar fırının sokağından yukarı çıkarken sağda
ISTANBUL;SULTANGAZI;Manolya Eczanesi;2124766685;Uğur Mumcu Mahallesi Muhsin Yazcıoğlu Caddesi No:87/C MEDİGOLD SULTAN HASTANESİNİN ARKA CADDESİNDE, SAİMOĞLU PASTANESİNİN 20 MT İLERİSİNDE, A101 KARŞISINDA
ISTANBUL;SULTANGAZI;Kadir Eczanesi;5010145656;Uğur Mumcu Mahallesi Muhsin Yazcıoğlu Caddesi 22/A Gazel Çeyiz'in yanı
ISTANBUL;SULTANGAZI;Pera Eczanesi;2124775858;Gazi Mahallesi 1425. Sokak 40/A
ISTANBUL;SULTANGAZI;Pamuk Şeker Eczanesi;2126678137;İsmetpaşa Mahallesi Ordu Caddesi 295A AKŞEMSETTİN CAMİİ KARŞISI,KAPALI PAZAR PAZARI ALANI YAKINI
ISTANBUL;SULTANGAZI;Gündüz Eczanesi;5352876634;İsmetpaşa Mahallesi 91. Sokak 95A  95B
ISTANBUL;SULTANGAZI;Huzur Eczanesi;5344129399;Uğur Mumcu Mahallesi I Caddesi 40/A Sultangazi İlçe Sağlık Müdürlüğü yanı - Lütfiye Nuri Burat ASM yanı
ISTANBUL;SULTANGAZI;Siteler Şifa Eczanesi;5435737344;Cumhuriyet Mahallesi Necıp Fazıl Caddesi 23/B Sultangazi Cumhuriyet Asm Yakını, İgdaş Giden Cadde Üzerinde
ISTANBUL;SULTANGAZI;Ebru Eczanesi;2126671204;İsmetpaşa Mahallesi Ordu Caddesi 210/A CANDAN PASTANESİ ÇAPRAZI, MAKBUL YANI
ISTANBUL;SULTANGAZI;Müezzinoğlu Eczanesi;2128904041;Ellinci Yıl Mahallesi 2083. Sokak 10/A
ISTANBUL;SULTANGAZI;Yıl Eczanesi;2125984008;50. Yıl Mahallesi D Caddesi 36/A, Kat: Zemin, Bağımsız Bölüm No:2
ISTANBUL;SULTANGAZI;Berna Eczanesi;2124194079;Zübeyde Hanım Mahallesi 1276. Sokak 1A
ISTANBUL;SULTANGAZI;Burak Celep Eczanesi;2128905058;"İsmetpaşa Mahallesi 91. Sokak 115/1A Sultangazi İsmetpaşa ilköğretim okulu ve Özmar marketin yanında,
Şahtepe Camiye 200 metre"
ISTANBUL;SULTANGAZI;Sena Eczanesi;2126199972;İsmetpaşa Mahallesi 89. Sokak No:139A
ISTANBUL;SULTANGAZI;Tuğçe Eczanesi;5334072247;Gazi Mahallesi Okul Caddesi No:70/1B Kat:Zemin Bağımsız Bölüm No:8 Özel Gazi Hastanesi çaprazı
ISTANBUL;TUZLA;Nur Eda Eczanesi;+902164231046;Emiroğlu Cad. No: 85, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Demirtaş Eczanesi;+902164468206;Vatan Cad. No: 91/B, Yayla Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Sevgi Eczanesi;+902163953401;Postane Mah. İstasyon Cad. No: 5, Tuzla, İstanbul
ISTANBUL;TUZLA;Nesrin Eczanesi;+902164230233;Hürriyet Cad. No: 30/B, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Cem Eczanesi;+902163953306;Cami Mah. İstasyon Cad. No: 48/C, Tuzla, İstanbul
ISTANBUL;TUZLA;Özlem Eczanesi;+902163958541;Yayla Mah. Şinasi Dural Cad. Kozcuoğlu Sitesi A-1 Blok No: 90/A Daire: 1, Tuzla, İstanbul
ISTANBUL;TUZLA;Burcu Eczanesi;+902164235620;Hürriyet Cad. No: 74/B, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Arşipel Eczanesi;+902164296084;Müştak Sok. No: 19 Daire: 1, Evliya Çelebi Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;İlhan Eczanesi;+902164475299;Vatan Cad. Billurkent Sitesi C Blok No: 88/A, Postane Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Ege Eczanesi;+902164942848;Kartal Sok. No: 4/B, Tuzla, İstanbul
ISTANBUL;TUZLA;Aydıntepe Eczanesi;+902163923836;100. Yıl Cad. No: 69/A, Aydıntepe Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Viamarin Eczane Eczanesi;+902165044505;Cami Mah. Balıkçılar Sok. Viaport Marina No: 20 Daire: 198, Tuzla, İstanbul
ISTANBUL;TUZLA;Barbaros Eczanesi;+902164468128;Yayla Mah. Şinasi Dural Cad. No: 90/B, Tuzla, İstanbul
ISTANBUL;TUZLA;Yeni Şifa Eczanesi;+902163953277;Hat Boyu Cad. No: 174, İstasyon Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Mimar Sinan Eczanesi;+902164235092;Emiroğlu Cad. No: 129/A, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Hale Eczanesi;+902164460225;İnönü Cad. No: 82/A, Cami Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Bizim Eczanesi;+902164236266;Atatürk Cad. No: 3/A, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Lokman Hekim Eczanesi;+902164937108;Ankara Cad. No: 34/D, Tuzla, İstanbul
ISTANBUL;TUZLA;Dila Eczanesi;+902164235226;Emiroğlu Cad. No: 133/A, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Aydınlı Eczanesi;+902164945134;Ankara Cad. Yasemin Sok. No: 2/A, İçmeler Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Eczane Yaşam Eczanesi;+902164464605;Yayla Mah. Şinasi Dural Cad. No: 31, Tuzla, İstanbul
ISTANBUL;TUZLA;Acar Eczanesi;+902164468378;Cami Mah. İstasyon Cad. Yavuzlar İş Merkezi A Blok No: 102, Tuzla, İstanbul
ISTANBUL;TUZLA;Ceren Eczanesi;+902164462430;Yayla Mah. Şinasi Dural Cad. No: 22, Tuzla, İstanbul
ISTANBUL;TUZLA;Tuzla Eczanesi;+905322520429;Postane Mah. İstasyon Cad. No: 1/A, Tuzla, İstanbul
ISTANBUL;TUZLA;Hayat Eczanesi;+902164460243;Hatboyu Cad. No: 192/B, Tuzla, İstanbul
ISTANBUL;TUZLA;Edep Eczanesi;+902164391373;2. Cad. No: 27/A, Akfırat Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Gül Eczanesi;+902164944698;Kartal Sok. No: 7 Daire: 1, İçmeler Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Sağlık Eczanesi;+902164232371;Park Sok. No: 11/A, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Umut Eczanesi;+902163958123;Fevzi Çakmak Cad. No: 27, Yayla Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Halk Eczanesi;+902164465313;Cami Mah. İstasyon Cad. No: 102 Daire: 9, Tuzla, İstanbul
ISTANBUL;TUZLA;Sevgim Eczanesi;+902164462666;Hat Boyu Cad. No: 5 Daire: 1, Evliyaçelebi Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Doğuş Eczanesi;+902163921420;Yavuz Cad. No: 7/A, Aydıntepe Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Berkcem Eczanesi;+902163926964;Yeşildere Cad. No: 54/B, Aydıntepe Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Eczane Ege Eczanesi;+902164236111;Emiroğlu Cad. Başak Sok. No: 19/A, Tuzla, İstanbul
ISTANBUL;TUZLA;Orhanlı Eczanesi;+902163943506;Naneli Sok. No: 11, Mescit Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Şifa Eczanesi;+902164230053;Cumhuriyet Cad. No: 40/A, Şifa Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Çelik Eczanesi;+902164943288;Şehadet Sok. No: 42, Aydıntepe Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Zuhal Eczanesi;+902163928778;Bağdat Cad. No: 30 Daire: 1, Aydıntepe Mah., Tuzla, İstanbul
ISTANBUL;TUZLA;Handan Eczanesi;+902164461103;Postane Mah. İstasyon Cad. No: 76/A, Tuzla, İstanbul
ISTANBUL;TUZLA;Ünsal Eczanesi;+902164471404;Yayla Mah. Şinasi Dural Cad. No: 29/B, Tuzla, İstanbul
ISTANBUL;TUZLA;Mutluluk Eczanesi;0 216 446 00 77;Yayla Mah. Ayışığı Sok.No.4A Tersanele Tuzla/İstanbul
ISTANBUL;TUZLA;Saka Eczanesi;0 216 392 93 92;İçmeler Mah. İncesu Sok.No. Tuzla/İstanbul
ISTANBUL;TUZLA;Yaşar Eczanesi;0 216 494 25 61;Aydıntepe Mah. 100. Yıl Cad.No.97/A İçmeler Tuzla/İstanbul
ISTANBUL;TUZLA;Defne Eczanesi;0 216 447 02 44;İçmeler Mah. Zinnur Sok.No. 3/8 Tuzla/İstanbul
ISTANBUL;TUZLA;Şeyma Eczanesi;0 216 674 50 05;Şifa Mah. Başar Sok.No. 34A Mimarsinan Tuzla/İstanbul
ISTANBUL;TUZLA;Yeni Kiraz Eczanesi;0 216 393 78 70;Aydınlı Mah.Patlayıcı Maddeler Yolu Cad.No.7/A Tuzla/İstanbul
ISTANBUL;TUZLA;Anadolu Eczanesi;0 216 493 65 04;Aydıntepe Mah. Yavuz Cad.No.7/A İçmeler Tuzla/İstanbul
ISTANBUL;TUZLA;Gülden Eczanesi;0 216 674 43 76;Mimar Sinan Mah. Hakan Sok.No.1/A Tuzla/İstanbul
ISTANBUL;TUZLA;Cantürk Eczanesi;0 216 392 74 75;Aydıntepe Mah. Batu Sok.No.24/A Tuzla/İstanbul
ISTANBUL;TUZLA;Doğa Eczanesi;0 216 423 36 42;Şifa Mah. Başak Sok.No.32/A Tuzla/İstanbul
ISTANBUL;TUZLA;İçmeler Eczanesi;0 216 507 26 11;İçmeler Mah. Seyitonbaşı Cad.No. 30/B İçmeler Tuzla/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Metro Eczanesi;0 216 447 33 73;Evliya Çelebi Mah.Hatboyu Cad.No.8/A Tersaneler Tuzla/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Anka Eczanesi;0 216 673 49 59;Aydınlı Mah. Patlayıcı Maddeler Yolu Cad.No. 13/B Tuzla/İstanbul
ISTANBUL;TUZLA;Via Marin Eczanesi;0 216 504 45 05;Cami Mah. Balıkçılar Sok.No. 20N İstasyon Tuzla/İstanbul
ISTANBUL;TUZLA;Çiçekçiler Eczanesi;0 216 395 04 04;İstasyon Mah. Çiçekçiler Cad.No.30/1 Tuzla/İstanbul
ISTANBUL;TUZLA;Belkıs Eczanesi;0 216 392 93 43;Aydıntepe Mah.Batu Sok.No.62/A İçmeler Tuzla/İstanbul
ISTANBUL;TUZLA;Masal Eczanesi;0 216 494 22 10;İçmeler Mah. İncesu Sok.No.16/3 Tuzla/İstanbul
ISTANBUL;TUZLA;Lavanta Eczanesi;0 216 395 35 15;Evliya Çelebi Mah. Hatboyu Cad.No.10A/21 Tuzla/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Berkay Eczanesi;0 216 423 50 48;Mimar Sinan Mah. Başak Sok.No. (G.74 Sk.) 21/D Mimarsinan Tuzla/İstanbul
ISTANBUL;TUZLA;Cadde Özlem Eczanesi;0 216 504 29 84;Aydıntepe Mah.Beydağı Cad.No.3 İçmeler Tuzla/İstanbul
ISTANBUL;TUZLA;Funda Eczanesi;0 216 395 42 31;Postane Mah. İstasyon Cad.No.53/D İstasyon Tuzla/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Güzem Eczanesi;0 546 609 30 32;İçmeler Mah. Zinnur Sok.No.3/5 İçmeler Tuzla/İstanbul 17.01.2021
ISTANBUL;TUZLA;Yeni Ceren Eczanesi;0 216 446 24 30;Yayla Mah. Şinasi Dural Cad.No. No:33 Tuzla/İstanbul
ISTANBUL;TUZLA;Vural Eczanesi;0 216 446 64 34;İstasyon Mah. Fevzi Çakmak Cad.No. 101/B Tuzla/İstanbul
ISTANBUL;TUZLA;Papatya Eczanesi;0 216 701 21 22;İstasyon Mah. Vatan Cad.No.117/4-3 Tuzla/İstanbul
ISTANBUL;TUZLA;Yeni Şifam Eczanesi;0 216 395 32 77;İstasyon Mah. Hatboyu Cad.No. 174/C Tuzla/İstanbul
ISTANBUL;TUZLA;Yelken Eczanesi;0;Evliya Çelebi Mah. Hatboyu Cad.No.10/D Tersaneler Tuzla/İstanbul
ISTANBUL;TUZLA;Bigem Eczanesi;0 216 447 47 45;Evliya Çelebi Mah. Hatboyu Cad.No.42A Tersaneler Tuzla/İstanbul
ISTANBUL;TUZLA;Mercan Eczanesi;0 216 395 33 06;Cami Mah. İstasyon Cad.No.48/D İstasyon Tuzla/İstanbul
ISTANBUL;TUZLA;Konak Eczanesi;0 216 392 94 94;İçmeler Mah. Aydemir Sok.No.4/A Tuzla/İstanbul
ISTANBUL;TUZLA;Kardelen Eczanesi;0 216 327 84 81;İçmeler Mah. D-100 Karayolu Cad.No.44/A Tuzla/İstanbul
ISTANBUL;TUZLA;Nil Eczanesi;0 530 900 15 40;İçmeler Mah. Zinnur Sok.No.3/4 Tuzla/İstanbul   Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Çınar Eczanesi;0 216 447 20 00;İçmeler Mah. Zinnur Sok.No.3/7 Tuzla/İstanbul
ISTANBUL;TUZLA;Mahbube Eczanesi;0 216 447 20 01;İçmeler Mah. Zinnur Sok.No.3/6 Tuzla/İstanbul
ISTANBUL;TUZLA;Yaşam Eczanesi;0 216 446 46 05;Yayla Mah. Şinasi Dural Cad.No. 31/A Tuzla/İstanbul
ISTANBUL;TUZLA;Tuzla İstasyon Eczanesi;0 216 446 67 57;İstasyon Mah. Hatboyu Cad. No.130/B Tuzla/İstanbul  Saat 19:00'a Kadar Nöbetçi
ISTANBUL;TUZLA;Bilge Eczanesi;0 216 446 82 06;Yayla Mah. Ali İhsan Paşa Cadd. No.35/A Tuzla/İstanbul
ISTANBUL;TUZLA;Manolya Eczanesi;2162088455;Yayla Mahallesi Şinasi Dural Caddesi 96B
ISTANBUL;TUZLA;Bahçeler Eczanesi;2163932196;Aydınlı Mahallesi Kar Sokak 21/A BİM KARŞISI
ISTANBUL;TUZLA;Büşra Eczanesi;2167592824;Aydınlı Mahallesi DerSaadet Sokak 20/F Aydınlı Mahalle Muhtarlığı karşısı
ISTANBUL;TUZLA;Lotus Eczanesi;2167595689;Yayla Mahallesi Vatan Caddesi 72/1/5 TUZLA SGK KARŞISI-VİZYONPARK SİTESİ
ISTANBUL;TUZLA;Miray Eczanesi;2163932520;Aydınlı Mahallesi Gürpınar Caddesi 37B AYDINLI BALIKÇI YANI
ISTANBUL;TUZLA;Erdem Eczanesi;5327803191;Aydıntepe Mahallesi 100. Yıl Caddesi 87/A DOMİNOS PİZZA ÇAPRAZI
ISTANBUL;TUZLA;Horoz Eczanesi;5446548352;Aydınlı Mahallesi Bahçeler Sokak 2/B
ISTANBUL;TUZLA;Tuzla Port Eczanesi;5345003364;Postane Mahallesi Cumhuriyet Caddesi Tuzla Port Dış Kapı No:5/TD1 No:65
ISTANBUL;TUZLA;Güneş Eczanesi;5064668030;İstasyon Mahallesi İstasyon Caddesi 152C
ISTANBUL;TUZLA;Tuğba Eczanesi;2166296111;Postane Mahallesi Manastır Yolu Caddesi 78/A
ISTANBUL;TUZLA;Ecem Eczanesi;2167712657;Yayla Mahallesi Vatan Caddesi Ekşioğlu vizyon park sitesi B1 Blok No:72/1 İç kapı no:3
ISTANBUL;TUZLA;Tolga Eczanesi;2166063050;Aydınlı Mahallesi DerSaadet Sokak 36/C
ISTANBUL;TUZLA;Esin Eczanesi;5388416297;Şifa Mahallesi İnönü Caddesi Tuzla Kiptaş 1.Etap Konutları E03 Blok No:73/B
ISTANBUL;UMRANIYE;Ömür Eczanesi;+902166301056;Adem Yavuz Cad. No: 18/A Daire: 3, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Okyanus Eczanesi;+902165400035;Tavukçu Yolu Cad. No: 23/A, Ihlamurkuyu Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Güneş Eczanesi;0 216 412 41 61;İstiklal Mah. Kazım Karabekir Cad.No.12/C Namıkkemal Ümraniye/İstanbul
ISTANBUL;UMRANIYE;Dünya Eczanesi;2165205637;Atatürk Mahallesi Çavuşbaşı Caddesi 16/A
ISTANBUL;UMRANIYE;Yeşil Eczanesi;2166126635;Huzur Mahallesi Karadeniz Caddesi 36A
ISTANBUL;UMRANIYE;Büyük Berat Eczanesi;+902165946335;Varan Cad. No: 13, Çakmak Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Bayram Eczanesi;+902164810120;Atatürk Mah. Sütçü İmam Cad. No: 45, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Tatlısu Eczanesi;+902165408892;Aziz Bulv. No: 60, Tatlısu Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Emine Eczanesi;+902163739918;Adem Yavuz Cad. No: 24/B, Kazım Karabekir Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Eczane Bilge Eczanesi;+902163357517;İstiklal Mah. Marmara Cad. No: 1/B, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Akademi Eczanesi;+902166316441;Cumhuriyet Cad. Kahraman Sok. No: 20/A, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Develi Eczanesi;+902164669364;Çakmak Mah. Tavukçuyolu Cad. No: 7, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Ulvi Eczanesi;+902166341074;Alemdağ Cad. Site Yolu No: 12/B, İnkilap Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Merve Eczanesi;+902164813733;Mithat Paşa Cad. No: 30/D, İstiklal Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Kısmet Eczanesi;+902163290291;23 Nisan Cad. No: 3, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Çınar Eczanesi;+902163289292;Su İş Cad. No: 1/B, Atatürk Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Volkan Eczanesi;+902163298300;23 Nisan Cad. No: 29/B, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Eser Eczanesi;+902164435036;Namık Kemal Mah. Talatpaşa Cad. No: 17, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Yelit Eczanesi;+902165401415;Tavukçu Yolu Çetin Cad. No: 2, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Merkez Eczanesi;+902163441966;Mithat Paşa Cad. Ağaoğlu Pasajı No: 9/A Daire: 16, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;İpek Eczanesi;+902165404245;İkbal Cad. No: 155/B, Çamlık Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Mehtap Eczanesi;+902166125151;İstiklal Cad. No: 75, Cemil Meriç Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Başak Eczanesi;+902165231974;Namık Kemal Mah. Sütçü İmam Cad. No: 10/A, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Eczane Modern Eczanesi;;Saray Mah. Dr. Adnan Büyükdeniz Cad. Modern East Alışveriş Merkezi No: 7, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Gürsu Eczanesi;+902163293462;İstiklal Mah. Marmara Cad. No: 33 Daire: 5, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Caner Eczanesi;+902166317732;Adem Yavuz Cad. No: 24 Daire: 2, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Damla Eczanesi;+902166323261;TRT Cad. No: 2/A, Elmalı Kent Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Aydın Eczanesi;+902163282057;Atatürk Mah. Sütçü İmam Cad. No: 63/A, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Sofuoğlu Eczanesi;+902165407967;Kıbrıs Cad. No: 37/A, Yukarı Dudullu Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Mert Eczanesi;+902164613756;Menteşoğlu Cad. No: 4/E, Tantavi Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Özgül Eczanesi;+902166319527;Adem Yavuz Cad. No: 157, Kazım Karabekir Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Al Eczanesi;+902166320375;Adem Yavuz Cad. TRT Sok. No: 2/C, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Çamlık Eczanesi;+902163657521;İkbal Cad. No: 54/B, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Yeni Sevgi Eczanesi;+902163283672;Namık Kemal Mah. Sütçü İmam Cad. No: 100/A, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Yenişehir Bilge Eczanesi;+902165336489;Atay Cad. No: 96 Daire: 3, Site Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Bizim Eczanesi;+902164663005;Tavukçu Yolu No: 190/B, Şerifali Mah., Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Umut Eczanesi;+902166346465;Adem Yavuz Cad. No: 12, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Dinçer Eczanesi;+902163659303;Tavukçu Yolu Kumru Sok. No: 65, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Sipahi Eczanesi;+902164611592;Alemdağ Cad. Yeşil Sok. No: 1/A, Ümraniye, İstanbul
ISTANBUL;UMRANIYE;Betül Eczanesi;+902166323231;Adem Yavuz Cad. No: 20/C, Ümraniye, İstanbul
